case_id,status,is_correct,score,score_fd,column_mapping_score,average_similarity,latency_seconds,cost,timestamp,error
1_65,incorrect,False,0.8333333333333333,0.6666666666666666,1.0,0.5,303.55,0.158852,2026-02-24T10:48:16.882931,
1_66,correct,True,1.0,1.0,1.0,1.0,53.04,0.021473,2026-02-24T10:53:20.931081,
1_67,correct,True,1.0,1.0,1.0,1.0,26.74,0.009609,2026-02-24T10:54:14.346535,
1_68,incorrect,False,,,,,63.08,0.021917,2026-02-24T10:54:41.450179,
1_69,correct,True,1.0,1.0,1.0,1.0,38.68,0.011148,2026-02-24T10:55:44.955476,
1_70,correct,True,1.0,1.0,1.0,1.0,43.59,0.013539,2026-02-24T10:56:24.956030,
1_71,correct,True,1.0,1.0,1.0,1.0,33.09,0.009803,2026-02-24T10:57:08.887682,
1_72,correct,True,1.0,1.0,1.0,1.0,300.34,0.076072,2026-02-24T10:57:42.329360,
1_73,correct,True,1.0,1.0,1.0,1.0,143.44,0.035511,2026-02-24T11:02:43.156255,
1_74,correct,True,1.0,1.0,1.0,1.0,246.04,0.017236,2026-02-24T11:05:07.415789,
1_75,incorrect,False,,,,,363.96,0.096253,2026-02-24T11:09:13.851006,
1_76,incorrect,False,,,,,105.72,0.02505,2026-02-24T11:15:18.366636,
1_77,correct,True,1.0,1.0,1.0,1.0,152.19,0.044694,2026-02-24T11:17:04.518535,
1_78,incorrect,False,1.0,1.0,1.0,0.5,76.39,0.018926,2026-02-24T11:19:37.119011,
1_79,incorrect,False,,,,,303.94,0.07921,2026-02-24T11:20:53.929727,
1_80,correct,True,1.0,1.0,1.0,1.0,25.2,0.009166,2026-02-24T11:25:58.329633,
1_81,incorrect,False,0.5,0.0,1.0,0.0,50.25,0.01683,2026-02-24T11:26:24.381456,
1_82,incorrect,False,,,,,77.03,0.019874,2026-02-24T11:27:15.064110,
1_83,correct,True,1.0,1.0,1.0,1.0,382.65,0.106316,2026-02-24T11:28:32.524537,
1_84,correct,True,0.5,0.0,1.0,1.0,308.32,0.113528,2026-02-24T11:34:55.797241,
1_85,correct,True,1.0,1.0,1.0,1.0,247.02,0.019297,2026-02-24T11:40:05.206373,
1_86,incorrect,False,1.0,1.0,1.0,0.5,73.12,0.018954,2026-02-24T11:44:12.628435,
1_87,incorrect,False,0.5,0.0,1.0,0.0,106.64,0.032127,2026-02-24T11:45:26.184182,
1_88,correct,True,1.0,1.0,1.0,1.0,73.98,0.010815,2026-02-24T11:47:13.268483,
1_89,error,False,,,,,,0.01274,2026-02-24T11:49:22.969667,'NoneType' object is not subscriptable
1_90,incorrect,False,,,,,81.17,0.020736,2026-02-24T11:49:23.406388,
1_91,incorrect,False,1.0,1.0,1.0,0.997531914893617,29.44,0.010134,2026-02-24T11:50:44.956900,
1_92,correct,True,1.0,1.0,1.0,1.0,30.82,0.009411,2026-02-24T11:51:14.795506,
1_93,incorrect,False,1.0,1.0,1.0,0.75,44.85,0.011902,2026-02-24T11:51:45.989914,
1_94,incorrect,False,1.0,1.0,1.0,0.0,237.96,0.056294,2026-02-24T11:52:31.649571,
1_95,incorrect,False,,,,,261.45,0.095922,2026-02-24T11:56:29.993789,
1_96,incorrect,False,0.5,0.0,1.0,0.0,338.67,0.166881,2026-02-24T12:00:52.087859,
1_97,incorrect,False,1.0,1.0,1.0,0.5,106.7,0.031761,2026-02-24T12:06:31.186923,
1_98,incorrect,False,,,,,350.58,0.095466,2026-02-24T12:08:18.382236,
1_99,correct,True,1.0,1.0,1.0,1.0,93.81,0.038346,2026-02-24T12:14:09.784714,
