case_id,status,is_correct,score,score_fd,column_mapping_score,average_similarity,latency_seconds,cost,timestamp,error
4_66,correct,True,1.0,1.0,1.0,1.0,45.53,0.014134,2026-02-25T11:39:03.230596,
4_67,incorrect,False,,,,,195.31,0.07062,2026-02-25T11:39:49.130074,
4_68,incorrect,False,0.9347826086956521,0.8695652173913043,1.0,0.8333333333333334,97.96,0.042957,2026-02-25T11:43:04.982443,
4_69,correct,True,1.0,1.0,1.0,1.0,40.01,0.010842,2026-02-25T11:44:43.432100,
4_70,incorrect,False,1.0,1.0,1.0,0.0,106.65,0.031488,2026-02-25T11:45:24.475477,
4_71,incorrect,False,0.5746268656716418,0.1492537313432836,1.0,0.0,1108.29,0.039931,2026-02-25T11:47:11.508085,
4_72,correct,True,1.0,1.0,1.0,1.0,43.61,0.010572,2026-02-25T12:05:40.222349,
4_73,incorrect,False,,,,,112.9,0.035637,2026-02-25T12:06:24.321860,
4_74,incorrect,False,0.5,0.0,1.0,0.0,329.07,0.070358,2026-02-25T12:08:17.745506,
4_75,incorrect,False,1.0,1.0,1.0,0.6666666666666666,41.24,0.010166,2026-02-25T12:13:47.262681,
4_76,correct,True,1.0,1.0,1.0,1.0,40.97,0.011694,2026-02-25T12:14:29.222007,
4_77,incorrect,False,1.0,1.0,1.0,0.9722222222222222,168.79,0.0402,2026-02-25T12:15:10.643708,
4_78,incorrect,False,0.9710144927536232,0.9420289855072463,1.0,0.0,145.23,0.03581,2026-02-25T12:17:59.960432,
4_79,correct,True,1.0,1.0,1.0,1.0,42.3,0.0193,2026-02-25T12:20:25.639563,
4_80,incorrect,False,0.6271929824561404,0.42105263157894735,0.8333333333333334,0.6,353.35,0.088548,2026-02-25T12:21:08.372248,
4_81,incorrect,False,0.6176470588235294,0.23529411764705882,1.0,0.0,150.94,0.038786,2026-02-25T12:27:02.230435,
4_82,correct,True,1.0,1.0,1.0,1.0,60.12,0.014809,2026-02-25T12:29:33.650609,
4_83,correct,True,1.0,1.0,1.0,1.0,52.13,0.010113,2026-02-25T12:30:34.247920,
4_84,incorrect,False,,,,,130.56,0.036492,2026-02-25T12:31:26.824761,
4_85,incorrect,False,0.5,0.0,1.0,0.0,419.7,0.067444,2026-02-25T12:33:37.803450,
