0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.9171231245534651,1.0,0.5000649266329048,1.0,0,True,2,0.2,2,0.6666666666666666,0,0,1,1.0,4199,7701,0.5452538631346578
0.9171231245534651,0.00038955979742890534,0.0,0.0,0,True,2,0.2,0,0.0,0,0,1,0.0,4199,7701,0.5452538631346578
0.9171231245534651,0.1882872354239709,0.0,0.0,0,True,2,0.2,1,0.3333333333333333,0,0,1,0.0,4199,7701,0.5452538631346578
0.6603953322219576,1.0,0.0,0.0,0,True,0,0.0,2,0.6666666666666666,0,0,1,0.0,4199,7701,0.5452538631346578
0.004048582995951417,1.0,0.0,0.0,0,True,1,0.1,2,0.6666666666666666,0,0,1,0.0,4199,7701,0.5452538631346578
0.2312455346511074,1.0,0.0,0.0,0,True,3,0.3,2,0.6666666666666666,0,0,1,0.0,4199,7701,0.5452538631346578
0.9849964277208859,1.0,0.0,0.0,0,False,4,0.4,2,0.6666666666666666,0,0,1,0.0,4199,7701,0.5452538631346578
0.002619671350321505,1.0,0.0,0.0,0,False,5,0.5,2,0.6666666666666666,0,0,1,0.0,4199,7701,0.5452538631346578
0.011907597046915932,1.0,0.0,0.0,0,False,6,0.6,2,0.6666666666666666,0,0,1,0.0,4199,7701,0.5452538631346578
0.961895689449869,1.0,0.0,0.0,0,False,7,0.7,2,0.6666666666666666,0,0,1,0.0,4199,7701,0.5452538631346578
0.14646344367706596,1.0,0.0,0.0,0,False,8,0.8,2,0.6666666666666666,0,0,1,0.0,4199,7701,0.5452538631346578
0.01238390092879257,1.0,0.0,0.0,0,False,9,0.9,2,0.6666666666666666,0,0,1,0.0,4199,7701,0.5452538631346578
0.2312455346511074,1.0,0.5300218340611353,1.0,0,True,3,0.3,4,0.8,0,0,1,1.0,4199,1832,2.2920305676855897
0.2312455346511074,0.4339519650655022,0.0,0.0,0,True,3,0.3,0,0.0,0,0,1,0.0,4199,1832,2.2920305676855897
0.2312455346511074,0.007096069868995633,0.0,0.0,0,True,3,0.3,1,0.2,0,0,1,0.0,4199,1832,2.2920305676855897
0.2312455346511074,0.004366812227074236,0.0,0.0,0,True,3,0.3,2,0.4,0,0,1,0.0,4199,1832,2.2920305676855897
0.2312455346511074,0.002183406113537118,0.0,0.0,0,True,3,0.3,3,0.6,0,0,1,0.0,4199,1832,2.2920305676855897
0.6603953322219576,1.0,0.0,0.0,0,True,0,0.0,4,0.8,0,0,1,0.0,4199,1832,2.2920305676855897
0.004048582995951417,1.0,0.0,0.0,0,True,1,0.1,4,0.8,0,0,1,0.0,4199,1832,2.2920305676855897
0.9171231245534651,1.0,0.0,0.0,0,True,2,0.2,4,0.8,0,0,1,0.0,4199,1832,2.2920305676855897
0.9849964277208859,1.0,0.0,0.0,0,False,4,0.4,4,0.8,0,0,1,0.0,4199,1832,2.2920305676855897
0.002619671350321505,1.0,0.0,0.0,0,False,5,0.5,4,0.8,0,0,1,0.0,4199,1832,2.2920305676855897
0.011907597046915932,1.0,0.0,0.0,0,False,6,0.6,4,0.8,0,0,1,0.0,4199,1832,2.2920305676855897
0.961895689449869,1.0,0.0,0.0,0,False,7,0.7,4,0.8,0,0,1,0.0,4199,1832,2.2920305676855897
0.14646344367706596,1.0,0.0,0.0,0,False,8,0.8,4,0.8,0,0,1,0.0,4199,1832,2.2920305676855897
0.01238390092879257,1.0,0.0,0.0,0,False,9,0.9,4,0.8,0,0,1,0.0,4199,1832,2.2920305676855897
0.004048582995951417,1.0,1.0,1.0,0,True,1,0.1,2,0.6666666666666666,0,0,1,1.0,4199,17,247.0
0.004048582995951417,0.17647058823529413,0.0,0.0,0,True,1,0.1,0,0.0,0,0,1,0.0,4199,17,247.0
0.004048582995951417,1.0,0.0,0.0,0,True,1,0.1,1,0.3333333333333333,0,0,1,0.0,4199,17,247.0
0.6603953322219576,1.0,0.0,0.0,0,True,0,0.0,2,0.6666666666666666,0,0,1,0.0,4199,17,247.0
0.9171231245534651,1.0,0.0,0.0,0,True,2,0.2,2,0.6666666666666666,0,0,1,0.0,4199,17,247.0
0.2312455346511074,1.0,0.0,0.0,0,True,3,0.3,2,0.6666666666666666,0,0,1,0.0,4199,17,247.0
0.9849964277208859,1.0,0.0,0.0,0,False,4,0.4,2,0.6666666666666666,0,0,1,0.0,4199,17,247.0
0.002619671350321505,1.0,0.0,0.0,0,False,5,0.5,2,0.6666666666666666,0,0,1,0.0,4199,17,247.0
0.011907597046915932,1.0,0.0,0.0,0,False,6,0.6,2,0.6666666666666666,0,0,1,0.0,4199,17,247.0
0.961895689449869,1.0,0.0,0.0,0,False,7,0.7,2,0.6666666666666666,0,0,1,0.0,4199,17,247.0
0.14646344367706596,1.0,0.0,0.0,0,False,8,0.8,2,0.6666666666666666,0,0,1,0.0,4199,17,247.0
0.01238390092879257,1.0,0.0,0.0,0,False,9,0.9,2,0.6666666666666666,0,0,1,0.0,4199,17,247.0
0.6603953322219576,1.0,0.5036324010170723,1.0,0,True,0,0.0,2,0.6666666666666666,0,0,1,1.0,4199,5506,0.7626225935343262
0.6603953322219576,0.257537232110425,0.0,0.0,0,True,0,0.0,0,0.0,0,0,1,0.0,4199,5506,0.7626225935343262
0.6603953322219576,0.0009081002542680712,0.0,0.0,0,True,0,0.0,1,0.3333333333333333,0,0,1,0.0,4199,5506,0.7626225935343262
0.004048582995951417,1.0,0.0,0.0,0,True,1,0.1,2,0.6666666666666666,0,0,1,0.0,4199,5506,0.7626225935343262
